,dataset_name,1/1/2017_x,2/1/2017_x,3/1/2017_x,4/1/2017_x,5/1/2017_x,1/1/2017_y,2/1/2017_y,3/1/2017_y,4/1/2017_y,5/1/2017_y,package_id,package_name,package_has_admin_boundary_tag,package_tag_list,package_has_cod_tag,package_author,package_caveats,package_dataset_date,package_total_res_downloads,package_methodology,package_title,package_creator,organisation_name,package_notes,package_num_resources,package_tracking_summary_total,package_dataset_source,package_locations_list
174,Mongolia - Roads Network,2,0,0,2,0,4.0,2.0,0.0,4.0,0.0,2488adee-233e-4b65-b975-657d9d0e4264,mongolia-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid4449 ,transportation",True,None,"**Languages:** EN
",01/01/2011,0.0,Other,Mongolia - Roads Network,hdx,ocha-roap,This dataset represents the roads of Mongolia.,1.0,53.0,"Mongolia Agency of Land Affairs, Construction, Geodesy, and Cartography",Mongolia
175,Viet Nam - Railroads,1,2,0,0,0,2.0,2.0,1.0,1.0,0.0,2b486519-44ff-4b37-9c5c-bf76d3f46a64,viet-nam-railways,False,"cod ,geodata ,infrastructure ,lines ,nodeid67149 ,transportation",True,None,"**Languages:** EN
",03/01/2015,2.0,Other,Viet Nam - Railroads,hdx,ocha-roap,This dataset represents the centreline of railroad tracks for Viet Nam.,1.0,39.0,Open Street Map,Viet Nam
176,Sudan - Admin Level 2 Boundaries,27,0,0,0,0,46.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
177,Mali - Population projection disaggregated by sex and by sub district 2017 - POPULATION_COMMUNES_SEXE_2017.xls,0,0,3,1,0,0.0,0.0,35.0,5.0,0.0,,,,,,,,,,,,,,,,,,
178,South Sudan - Rivers,5,1,10,7,0,7.0,4.0,10.0,12.0,0.0,ccb596ff-c694-4918-b47d-0556a0e793ea,south-sudan-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid17001 ,rivers",True,None,"**Languages:** EN

Updated on: December 2004; FAO

Level Detail: 1: 1 000 000

Accuracy (Scale digitised): 1: 250 000

Most major river systems are indicated. Not all tributaries have been included

Reliability of data: Primary source – High quality data",11/30/2004,13.0,Other,South Sudan - Rivers,hdx,ocha-south-sudan,South Sudan most major rivers.,1.0,81.0,Food and Agriculture Organization (FAO),South Sudan
179,"Yemen - Administrative Boundaries, Settlements",13,16,25,18,0,36.0,30.0,40.0,53.0,1.0,99bbfb9e-9195-46fd-ad14-85f06c4c16b0,yemen-administrative-boundaries-settlements,True,"administrative boundaries ,cod ,nodeid4246 ,populated places ,settlements",True,None,"**Most Recent Changes:** Districts pCodes of Hadramaut governorate have been updated based on the CSO's pCodes, 2 of Hadramaut's districts moved to Socotra governorate.

**Languages:** AR EN
",04/01/2015,40.0,Other,"Yemen - Administrative Boundaries, Settlements",hdx,ocha-yemen,"Yemen P-Codes, admin levels 1, 2 and 4
",1.0,374.0,Yemen Ministry of Local Administration/Central Statistical Organization,Yemen
180,Rwanda - Water courses (Rivers),4,5,2,4,0,6.0,9.0,2.0,10.0,0.0,9018958c-c1e9-4650-80a8-3c80495b296a,rwanda-water-courses,False,"cod ,geodata ,hydrology ,lines ,migration-processing ,nodeid4155 ,rivers",True,None,"**Languages:** EN
",,6.0,Other,Rwanda - Water courses (Rivers),hdx,ocha-rosea,"Rwanda Rivers as sourced from WFP / NISR

",1.0,137.0,"Rwanda National Institute of statistics, WFP",Rwanda
181,Fiji - Administrative Boundaries,3,16,9,9,0,12.0,13.0,11.0,13.0,0.0,ae36d1fd-1698-4f53-a4c0-2146a6b5aa29,fiji-administrative-boundaries,True,"administrative boundaries ,cod ,cyclone ,geodata ,nodeid65325 ,polygon ,tcwinston",True,None,"**Languages:** EN
",06/30/2012,3.0,Other,Fiji - Administrative Boundaries,javier,ocha-rop,"This geodatabase contains Province Boundaries (Admin 3) and Tikina (Admin 4) with population from 2007 Census and projected population for 2010 



",3.0,277.0,"POPGIS, Fiji Islands Bureau of Statistics, Pacific Catastrophe Risk Assessment and Financing Initiative (PCRAFI)",Fiji
182,Philippines - Administrative boundaries levels  1  - 3  (June2016),34,53,104,74,0,61.0,83.0,149.0,133.0,3.0,caf116df-f984-4deb-85ca-41b349d3f313,regional-admin1-boundaries-of-the-philippines-june2016,True,"administrative boundaries ,cod ,geodata ,pcodes ,polygon",True,None,"Acknowledge PSA and NAMRIA as the source.

Thanks to the support of UN OCHA, the SIIEM project, PSA, NAMRIA, DOST/NOAH and DSWD, the original layer has been cleaned and adjusted to match the data specification set by the NDRRMC Information Management Technical Working Group (IM-TWG) as well as NAMRIA's 1:250'000  indicative coastline.

 Purpose: Disaster Risk Reduction and Management (DRRM)
 Maintenance Frequency:  Annually
 Keywords: Barangays, Municipalities/Cities, Provinces, Regions, Philippines, boundaries
 Keywords Region: Philippines
 Restrictions Other: Acknowledge PSA and NAMRIA as the source
Spatial Representation Type: polygon
Language: English
Topic Category: administrative boundaries 
Temporal Extent (Start/End): 04.13.2016-until further notice
Supplemental Information: To facilitate data compatibility among sources, the original PSGC code has been modified by adding a ""PH"" in the attribute table of the GIS layer
Distribution URL: TBD
Data Quality Statement: The layer is complete and consistent as per the April 2016 release of the PSGC but the boundaries are to be considered as indicative. Currently administrative level 4 (Barangay) is not public, contact the contributor (via HDX) to request access.",06/15/2016,0.0,Census,Philippines - Administrative boundaries levels  1  - 3  (June2016),jaddawe,ocha-philippines,"These datasets  are derived from the boundaries of the Barangays as observed at the end of April 2016 as per the Philippine Geographic Standard Code (PSGC) dataset. It has been generated on the basis of the layer created by the Philippine Statistics Authority (PSA) in the context of the 2015 population census.  These layers are up-to-date as of the second quarter of 2016. Acknowledge PSA and NAMRIA as the sources.  LMB is still the source of official administrative boundaries of the Philippines. In the absence of available official administrative boundary, the IMTWG have agreed to clean and use the PSA administrative boundaries which are used to facilitate data collection of surveys and censuses. The dataset can only be considered as indicative boundaries and not official.
* For administrative level 4 (Barangay) please contact the contributor (OCHA Philippines) via this page.
This COD replaces https://data.humdata.org/dataset/philippines-administrative-boundaries",4.0,273.0,"National Mapping and Resource Information Authority (NAMRIA), Philippines Statistics Authority (PSA)",Philippines
183,Nigeria Railways (data from OSM),8,11,11,9,0,17.0,15.0,18.0,18.0,0.0,dc61c3cc-cc78-4421-8d70-92efebe45cd4,nigeria-railways-data-from-osm,False,"cod ,geodata ,nigeria ,railways",True,None,Data from OSM downloaded from [Gefabrik](http://download.geofabrik.de/africa/nigeria.html),11/18/2016,0.0,Direct Observational Data/Anecdotal Data,Nigeria Railways (data from OSM),assefay,ocha-nigeria,Nigeria Railways (data from OSM) ,1.0,39.0,OSM,Nigeria
184,Uganda - Admin Level 5 Boundaries,17,21,12,4,0,30.0,38.0,32.0,12.0,1.0,69259d71-30ba-41d0-bdb1-8772b3e34b2a,uganda-admin-level-5-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4198 ,polygon",True,None,"**Most Recent Changes:** Some new districts created and sub-county boundaries changed in 2010.



**Languages:** EN
",01/01/2010,44.0,Other,Uganda - Admin Level 5 Boundaries,hdx,ocha-rosea,"Sub-County Boundary shape file - Admin Level 5: based on 2006 data provided by Ugandan Bureau of Statistics (UBOS), Government of Uganda. Agreed to share publicly and authorized by Geo-IM Working group chaired by UBOS and UNOCHA as Secretariat. The dataset has been updated recently as Government of Uganda changed Admin boundaries to create some new districts in 2010.



",1.0,417.0,Ugandan Bureau of Statistics (UBOS),Uganda
185,Myanmar - Village locations (Admin 5),44,2,6,20,2,39.0,16.0,13.0,13.0,1.0,4ed9820f-92de-4d38-a45a-ae28ed40bb9b,myanmar-village-locations,False,"adm4 ,cod ,geodata ,populated places",True,,,07/23/2015,137.0,Other,Myanmar - Village locations (Admin 5),ditaanggraeni,mimu,Village points by district,14.0,205.0,"MIMU, UNICEF, WFP, UNODC",Myanmar
186,RDC - Statistiques des populations,0,0,0,20,0,0.0,0.0,0.0,45.0,0.0,8e404195-37b1-43e2-8506-764037af6044,rdc-statistiques-des-populations,False,"cod ,population",True,None,"Il n'y a pas eu de recensement depuis 1984. Les données inclues dans ce tableau sont issues des projections sur la base du taux d'accroissement annuel de la population (1,03) selon l'INS.",04/07/2017,0.0,Other,RDC - Statistiques des populations,kasendue,ocha-dr-congo,"Statistiques des populations : niveaux pays, provinces et territoires",1.0,22.0,DRC IM Working Group,Democratic Republic of the Congo
187,Afghanistan - Admin Level 2 (District) Boundaries,23,14,33,0,0,25.0,43.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,
188,Mali - Water Courses,5,4,6,4,0,8.0,10.0,8.0,7.0,1.0,6498af61-5dc7-4fe2-891e-e8bec56b546d,mali-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid4383 ,polygon ,rivers",True,None,"**Languages:** EN
",01/26/2012,21.0,Other,Mali - Water Courses,hdx,ocha-mali,"The present geodata represents the hydrography network. It comes from Digital Chart of the World (DCW).

Scale: 1/1,000,000
",1.0,143.0,Digital Chart of the World (DCW),Mali
189,Madagascar - Admin Level 1 Boundaries,34,9,19,0,0,57.0,21.0,41.0,0.0,0.0,,,,,,,,,,,,,,,,,,
190,Burkina Faso - Health,1,0,1,0,0,1.0,0.0,2.0,0.0,0.0,6d496f1d-b0f9-4954-b40f-242766e3343b,burkina-faso-health-0,False,"burkina faso ,cholera ,cod ,health ,nodeid3865",True,None,,02/23/2012,3.0,Registry,Burkina Faso - Health,hdx,ocha-rowca,The dataset shows the cholera cases and deaths between 1999 and 2011 at national level.,1.0,46.0,UNICEF,Burkina Faso
191,Ghana - Administrative Boundaries,26,88,43,82,0,58.0,91.0,95.0,93.0,1.0,dc4c17cf-59d9-478c-b2b7-acd889241194,ghana-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid61798 ,polygon",True,None,"**Most Recent Changes:** Adding four columns: Rowca Pcode for the region, HRname, HRpcode, HRparent. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files.


7 August 2015: Link from OCHA ROWCA geonode



**Languages:** EN
",04/11/2005,45.0,Other,Ghana - Administrative Boundaries,oumousy2_,ocha-rowca,"Admin Level 0, 1 (Region) and 2 (District) Boundaries of Ghana

The dataset represents the International, Regions and Districts boundaries of Ghana with harmonized PCODES of ROWCA and Humanitarian Response.
",4.0,553.0,Global Administrative Unit Layers (GAUL),Ghana
192,Kenya - Admin Level 5 Boundaries,6,8,0,0,0,18.0,24.0,1.0,0.0,0.0,ef819e1b-eda0-4db9-af36-adac33016973,kenya-admin-level-5-boundaries,True,"administrative boundaries ,geodata ,nodeid4004 ,polygon",False,None,"**Languages:** EN
",01/01/2002,24.0,Other,Kenya - Admin Level 5 Boundaries,hdx,ocha-rosea,"KEN_Sublocation boundaries

Admin 5 is the Sublocation layer , last updated in 2002 by Central Bureau of Statistics(CBS), PCODES developed",1.0,243.0,Central Bureau of Statistics (CBS),Kenya
193,Niger - Settlements,7,5,7,11,0,8.0,13.0,18.0,20.0,0.0,5d17ed45-74a6-4417-9801-6935dcdc9c86,niger-settlements,False,"cod ,geodata ,nodeid4041 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** Add ROWCA pcode for the settlements. 



**Languages:** FR
",03/01/2016,15.0,Other,Niger - Settlements,hdx,ocha-niger,"The villages and towns of Niger with harmonized PCODE of ROWCA and  codification of capitals.
The data of administrative boundaries come from  IGNN (as of 2006) and  update by OCHA/ROWCA in 2014 and 2015)",1.0,142.0,Institut National de la Statistique,Niger
194,Administrative Boundaries and Villages - Libya (CODs),0,0,1,0,0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,
195,Rwanda - Settlements,3,5,2,2,0,7.0,9.0,23.0,4.0,0.0,61763430-ba07-4049-9a83-90574cc4ecc3,rwanda-settlements-0,False,"cod ,geodata ,nodeid4156 ,points ,populated places ,settlements",True,None,"**Languages:** EN
",,13.0,Other,Rwanda - Settlements,hdx,ocha-rosea,"Rwanda Settlements as Sourced from WFP/VAM Rwanda


",1.0,146.0,VAM Rwanda,Rwanda
196,Mongolia - Main roads in Ulaanbaatar,2,0,0,0,0,4.0,0.0,0.0,3.0,0.0,670bf7c7-f217-4b33-b838-a73ff7b6455b,mongolia-roads-0,False,"cod ,geodata ,infrastructure ,lines ,nodeid4450 ,transportation",True,None,"**Languages:** EN
",01/01/2010,1.0,Other,Mongolia - Main roads in Ulaanbaatar,hdx,ocha-roap,"This dataset represents the major roads of Ulaanbaatar.
",1.0,49.0,United Nations Population Fund,Mongolia
197,sen_geoDB_ocha_20170306,0,0,4,0,0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,
198,Namibia - Perennial River Basins &amp; the Cuvelai System-Catchment,2,3,0,0,0,5.0,11.0,10.0,5.0,0.0,,,,,,,,,,,,,,,,,,
199,Nigeria - Water Courses - NGA_river_line_dcw.shp.zip,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
200,Madagascar - Admin Level 3 Boundaries,53,11,14,0,0,89.0,21.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,
201,Kyrgyzstan - Population Statistics,2,2,3,0,0,10.0,8.0,7.0,5.0,0.0,7230b4aa-854b-457c-8715-9feaff3a8ef7,kyrgyzstan-population-statistics,False,"cod ,nodeid4127 ,population ,sadd",True,None,"**Languages:** EN
",01/01/2009,12.0,Other,Kyrgyzstan - Population Statistics,hdx,ocha-rocca,Dataset shows the  Population statistic data of Kyrgystan ,1.0,151.0,National Statistical Committee of the Kyrgyz Republic,Kyrgyzstan
202,Sri Lanka - Admin Level 2 Boundaries with Census 2012 (Polygon),2,4,7,6,0,15.0,17.0,10.0,9.0,0.0,5ed05f6e-556f-4545-918a-a5b679386ee9,sri-lanka-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3901 ,polygon ,sadd",True,None,"**Languages:** EN
",11/02/2012,0.0,Other,Sri Lanka - Admin Level 2 Boundaries with Census 2012 (Polygon),hdx,ocha-roap,"This data set include Sri Lanka census of population and housing 2012 including population projection up to 2022 with sex age, ethnic and religion dis-aggregated data up to District level (2nd Admin) level . This data set is shared by Disaster Management Centre of Sri Lanka during the 2016 flood response only for humanitarian response/agency purposes. Data set cleaned and updated by WFP, Map Action and OCHA.",1.0,106.0,"The Survey Department of Sri Lanka, National Building Research Organisation (NBRO), Disaster Management Centre (DMC)",Sri Lanka
203,Eritrea - Admin Level 1 Boundaries,3,1,3,1,0,7.0,3.0,5.0,2.0,0.0,2025e742-8b5a-4f72-aac5-a28e96ce3cb8,eritrea-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,migration-processing ,nodeid3924 ,polygon",True,None,"**Languages:** EN
",01/01/2001,7.0,Other,Eritrea - Admin Level 1 Boundaries,hdx,ocha-rosea,"Eriteria Administrative Boundaries Level 1

Scale: 1M


",1.0,115.0,Government of Eritrea,Eritrea
204,Tanzania - Admin Level 3 Boundaries,8,9,8,5,0,17.0,21.0,37.0,17.0,0.0,8cecc163-ee0b-46d3-ab2d-ce674af9437a,tanzania-admin-level-3-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid108527 ,polygon",True,None,"**Languages:** EN
",07/31/2015,20.0,Other,Tanzania - Admin Level 3 Boundaries,hdx,ocha-rosa,"Tanzania Administrative Boundaries Level 3 (Wards, Census 2012) downloaded from the [Tanzania National Bureau of Statistics (TNBS)](http://www.nbs.go.tz/nbs/index.php?option=com_content&view=article&id=526%3Ashapefiles&catid=117%3Ashapefiles&Itemid=118) website in July 2015.",1.0,121.0,Tanzania National Bureau of Statistics (TNBS),United Republic of Tanzania
205,Ecuador - Admin Level 2 Boundaries,0,2,6,1,0,1.0,4.0,9.0,1.0,0.0,ab3c7592-3b0c-41cd-999a-2919a6b243f2,ecuador-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid107473 ,polygon",True,None,"**Languages:** EN
",08/25/2013,29.0,Other,Ecuador - Admin Level 2 Boundaries,hdx,ocha-rolac,"Administrative Boundaries Level 2 (Municipios-Cantones)
",1.0,77.0,Global Administrative Areas (http://www.gadm.org/),Ecuador
206,Mauritania - Rivers,0,0,0,1,0,0.0,1.0,0.0,2.0,0.0,b8307fd6-dc8f-4e7e-844a-a64d822cae09,mauritania-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid3968 ,polygon ,rivers",True,None,"**Languages:** EN
",01/25/2012,3.0,Other,Mauritania - Rivers,hdx,ocha-rowca,"Hydrography network

The present geodata represents the hydrography network. It comes from Digital Chart of the World (DCW)

Scale: 1/1,000,000",1.0,42.0,Digital Chart of the World (DCW),Mauritania
207,Bhutan - Roads,0,3,0,1,0,2.0,6.0,5.0,7.0,0.0,f41f7c9a-b95f-4fa2-b141-628962ba0b4f,bhutan-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid104603 ,transportation",True,None,"**Languages:** EN
",06/05/2015,5.0,Other,Bhutan - Roads,hdx,ocha-roap,"These datasets provide the delimitation of highways, feeder and farm roads in Bhutan.

The road dataset was created in 2008 by the GoB National Land Commission and obtained from the [Bhutan Geospatial Portal](http://www.geo.gov.bt/) in May 2015 and includes road surface information and road names where known.

This dataset can be complemented by the OSM dataset that includes several additional roads in the north east.",2.0,97.0,Government of Bhutan - National Land Commission; Open Street Map,Bhutan
208,Settlements in Turkey,0,3,0,0,0,0.0,25.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
209,Burundi - Admin Level 2 Boundaries,0,2,6,3,0,2.0,4.0,11.0,6.0,0.0,873afa32-ce8b-4864-87ed-96d8e7c664d9,burundi-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,migration-processing ,nodeid3853 ,polygon",True,None,"**Languages:** EN
",01/01/2006,27.0,Other,Burundi - Admin Level 2 Boundaries,hdx,ocha-burundi,"Burundi Administrative boundary - Admin2 . Admin 2 is the Province layer , The data source is IGEBU as of 2006

",1.0,186.0,IGEBU,Burundi
210,Mongolia - Admin Level 2 Boundaries (Polygon &amp; Polyline),6,7,0,1,0,13.0,11.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,
211,Congo - Roads,0,2,4,2,0,5.0,7.0,6.0,7.0,0.0,3f12f456-62af-436e-a7c5-b8457b4ad674,congo-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid69395 ,transportation",True,None,"**Most Recent Changes:** Adding columns: name, axis, type, category and distance in Km



**Languages:** EN
",11/09/2006,14.0,Other,Congo - Roads,hdx,ocha-rowca,"The dataset represents the roads network of Congo with classification (name, axis, type, category and distance in Km)


",2.0,203.0,Digital Chart World (DCW),Congo
